Chemicals,ChemicalsID,Length,PMID
guanidine,D019791,2,"[33021301, 35848075]"
fluorescein,D019793,2,"[35263504, 27465603]"
U46619,D019796,1,[25541625]
phenol,D019800,55,"[26471971, 33743702, 35182869, 29139256, 33093944, 35746878, 24941164, 22653584, 30110969, 34297439, 27806646, 31922733, 12647157, 28991177, 31687578, 31901452, 32251954, 23220145, 28698959, 32479024, 31563093, 28575108, 30868712, 30868712, 35295309, 36235056, 22016433, 26157423, 33013716, 36058332, 27458462, 33196733, 21740099, 35898220, 35680569, 23872116, 34576797, 31892111, 25587339, 25943486, 27200003, 35480826, 23024574, 15078513, 27192442, 34946104, 30868071, 28814712, 23687216, 1296528, 31935944, 31591372, 18444159, 31881729, 30011063]"
butanedioic acid,D019802,22,"[24928260, 24100269, 24727748, 18973006, 15307685, 1429235, 16333345, 21720823, 34014663, 1176956, 10919763, 26676687, 11024526, 30298076, 38004706, 36287980, 25958185, 7812438, 19840935, 34035120, 15884853, 14738384]"
GSSG,D019803,4,"[24556073, 36087724, 29248571, 29248571]"
Losartan,D019808,2,"[30971441, 30971441]"
Sodium azide,D019810,2,"[12616600, 12616600]"
hydroxylamine,D019811,1,[29971945]
tetradecanoic acid,D019814,2,"[36607403, 16964330]"
oxalic acid,D019815,19,"[26566947, 25625818, 28083986, 30781844, 21876677, 34184553, 33863285, 34714461, 28356071, 23118899, 23053347, 33519746, 23866620, 23866620, 23023950, 24382019, 34659191, 34512581, 25576897]"
benzoic acid,D019817,27,"[1429235, 747811, 33683566, 36551248, 21802058, 23346084, 36779837, 24352011, 37375314, 37803265, 37585318, 37610512, 38133197, 18207149, 18207149, 28409382, 28409382, 15568762, 15568762, 16349197, 16347989, 16347989, 23023950, 33355056, 35247098, 33506117, 29889418]"
clavulanic acid,D019818,3,"[30984130, 16314972, 2573090]"
budesonide,D019819,2,"[14742792, 14742792]"
xanthine,D019820,5,"[2967694, 6668334, 35430257, 4911442, 26068271]"
statins,D019821,10,"[37446362, 36622035, 11956737, 31333127, 31333127, 19386490, 19386490, 22022402, 22537890, 25250512]"
Cholic acid,D019826,6,"[35888783, 23090017, 1640360, 18444159, 29345560, 30806258]"
genistein,D019833,17,"[33233162, 33616428, 33616428, 22137037, 28749560, 33406573, 8031711, 17191678, 22409158, 19631278, 12872984, 16482434, 33622059, 11195098, 12747214, 17291736, 26638490]"
isopropanol,D019840,2,"[37755366, 16799758]"
Benzyl Alcohol,D019905,3,"[36662192, 36662192, 26945700]"
s-(+)-1-2 propanediol,D019946,3,"[31134356, 23664264, 3629610]"
amoxicillin/clavulanate,D019980,1,[32165815]
n-Butanol,D020001,16,"[32743668, 31602502, 29257362, 25143015, 26857605, 30744547, 31204359, 28892293, 37446686, 28845770, 25512025, 32015464, 25825640, 34867905, 25197307, 23510248]"
t-butanol,D020002,1,[30678319]
styrene,D020058,2,"[24685654, 38249485]"
rhodamine-123,D020112,3,"[28606042, 27765350, 35517301]"
tert-butylhydroperoxide,D020122,2,"[25847004, 32340099]"
rapamycin,D020123,15,"[17031002, 19028996, 34972198, 36161578, 32767646, 32344935, 35640724, 31064143, 28245124, 19374978, 19374978, 15487928, 22519596, 22519596, 31018574]"
brefeldin A,D020126,11,"[24287995, 36770808, 27924400, 22621955, 25506308, 8021656, 29093640, 29093640, 36786717, 28848500, 31406682]"
butyric acid,D020148,16,"[37532330, 35501034, 35501034, 36286441, 37374906, 36836287, 32318046, 36115661, 36115661, 36115661, 24151782, 24151782, 34745078, 12696935, 36951975, 35501317]"
3-hydroxybutyrate,D020155,1,[35889347]
salicylic acid,D020156,138,"[35182869, 31103040, 31103040, 31103040, 34001419, 34001419, 30678677, 32887350, 24080397, 17351116, 17993546, 21883250, 21883250, 33226310, 25919406, 22856333, 22856333, 22978675, 22978675, 31187042, 31187042, 32818629, 37096757, 20687553, 37445741, 37391650, 30109409, 28428141, 35606728, 35606728, 32659716, 37710150, 37880578, 23302050, 31353580, 23346084, 15160609, 15160609, 27711985, 27711985, 26340673, 26340673, 25512025, 29453255, 35121482, 34418969, 34418969, 37834230, 15930588, 15930588, 18420297, 18420297, 32630695, 32630695, 35741765, 35741765, 30777003, 30777003, 33430779, 33430779, 35332238, 35332238, 24920452, 12423020, 12423020, 32028654, 35692040, 31136934, 25628626, 37381782, 35743946, 35743946, 38093101, 27047528, 27047528, 20530195, 26323788, 29631100, 29631100, 33803511, 33803511, 25675955, 27064866, 18599651, 24914891, 24914891, 25523369, 25523369, 28587992, 8989880, 28159987, 28159987, 35263504, 35263504, 32577987, 26634573, 26634573, 26634573, 26042138, 26042138, 38134640, 26579090, 28320402, 31129470, 15356384, 17086759, 17086759, 29891775, 36558039, 31481196, 31481196, 32337100, 32337100, 12696935, 20139738, 24131360, 24131360, 26890088, 30709496, 33315399, 35303096, 29138909, 29138909, 34065121, 34065121, 34065121, 11402212, 16306146, 36135711, 38105548, 38105548, 31993730, 18398052, 23073694, 27647752, 27647752, 29709641, 29709641]"
sodium benzoate,D020160,2,"[15240076, 20047255]"
cholate,D020355,1,[23868407]
sodium cholate,D020358,1,[19145972]
glycerophospholipids,D020404,2,"[38067475, 30847610]"
Pluronics,D020442,1,[19239495]
glucuronide,D020719,2,"[33450667, 23607932]"
glucuronate,D020723,8,"[31263999, 34250809, 31816475, 34108825, 22536197, 29969638, 31030755, 31276724]"
selenite,D020887,1,[25123189]
acarbose,D020909,14,"[24955555, 30321457, 30014920, 33749458, 38067659, 22581402, 33535108, 35736630, 38067568, 15013410, 37623885, 26222905, 29490285, 24033596]"
TTO,D020947,1,[31980918]
polyethylenes,D020959,5,"[36811258, 36811258, 36417558, 36417558, 36779837]"
aromatic amino acid,D024322,29,"[31298534, 32315172, 32376967, 30771296, 30109409, 26701311, 27581441, 28625755, 31690329, 31690329, 18074175, 26292030, 26292030, 26292030, 33176787, 27600996, 26539050, 26016674, 23349065, 23349065, 26579090, 22870190, 33002297, 34398662, 19307147, 28116768, 33617526, 29889418, 19694949]"
xanthophylls,D024341,2,"[29371561, 29371561]"
basic amino acid,D024361,1,[26842395]
menaquinone,D024482,6,"[37226538, 34296987, 32538737, 37067626, 31309109, 37256855]"
menadione sodium bisulfite,D024483,4,"[25847004, 25847004, 32340099, 32340099]"
dl-alpha-tocopherol,D024502,5,"[33743702, 37436171, 27195655, 35695596, 11727790]"
beta-tocopherol,D024503,1,[30304872]
gamma-tocopherol,D024504,1,[30304872]
tocopherols,D024505,9,"[32985180, 22417480, 27231874, 31542655, 31252370, 32697756, 25546397, 19355906, 29062957]"
fluoroquinolone,D024841,1,[30696492]
vitamin B6,D025101,3,"[27868205, 33800643, 37384526]"
streptogramin,D025361,1,[32139731]
Pristinamycin,D025762,1,[30533905]
singlet oxygen,D026082,3,"[34983506, 33119308, 16700528]"
indole alkaloids,D026121,39,"[34072177, 11960184, 33641747, 22400916, 38040094, 38040094, 38067519, 29104243, 33180497, 33180497, 33268478, 31345413, 28620689, 33385718, 21498556, 27865702, 35049922, 35049922, 30366473, 12722658, 31075487, 11157212, 33563828, 20722388, 19918940, 29199255, 37670394, 26692349, 37867305, 29951479, 29951479, 36313355, 24759001, 29347838, 35935239, 35935239, 35049859, 35049859, 32376849]"
RNS,D026361,2,"[29453255, 19355906]"
ecdysteroids,D026461,1,[18439824]
membranes,D027283,1,[37951298]
lanthanide,D028581,1,[35335320]
peroxynitrite,D030421,1,[22819952]
Epothilones,D034261,6,"[33375978, 33375978, 23462001, 29705958, 31999442, 30550237]"
ginsenoside,D036145,20,"[37084415, 37084415, 28278662, 26060917, 26060917, 26060917, 9436194, 9436194, 35724740, 12132658, 12132658, 36119014, 32080752, 37549538, 37213491, 37213491, 35161395, 15969025, 15969025, 29349493]"
pterocarpans,D036343,2,"[28749560, 35263504]"
curcuminoids,D036381,1,[25765308]
limonoids,D036701,5,"[33684718, 23572995, 27171979, 35621954, 28285516]"
fumonisin,D037341,93,"[32703172, 24291181, 20495914, 24389085, 23477193, 25731032, 28608841, 37665547, 22713715, 23465044, 31144067, 31144067, 10386364, 10386364, 18467856, 20047255, 30991649, 22567889, 32969574, 30341078, 30341078, 29412472, 21493263, 32252249, 32252249, 26565730, 22649328, 31500299, 36006206, 15156025, 29964151, 16715543, 22651937, 28067768, 20003296, 25427716, 11567776, 29535978, 17483290, 23047235, 36769333, 8850605, 26456718, 32423889, 24903961, 12075928, 17719115, 23177047, 35866211, 30658385, 23162698, 24162094, 33861173, 34831498, 27268248, 27268248, 15925394, 20192838, 24378358, 33193148, 36991200, 31159287, 10606581, 34357958, 34357958, 34357958, 36548718, 32328050, 10335380, 10335380, 18079032, 35324714, 32923019, 33238503, 24694905, 16779644, 33946240, 27148243, 27679702, 38235432, 24225645, 37293851, 33412719, 30968272, 24987806, 35672806, 9251171, 33663294, 34562492, 31121952, 28233520, 26596546, 29685276]"
artemisinin,D037621,1,[36587216]
fullerene,D037741,1,[30150708]
galactolipids,D038983,2,"[16038192, 30709496]"
pyrano coumarins,D039681,1,[32156246]
monoterpenes,D039821,56,"[25704770, 15898500, 15898500, 31974639, 32020257, 32020257, 21339945, 36195283, 29679267, 29679267, 26001271, 34825755, 31401763, 15141066, 15668008, 25342502, 33212800, 33212800, 33212800, 21845434, 24206732, 27098256, 25675512, 12371188, 23111002, 23111002, 32506599, 17096665, 17096665, 36837858, 33797632, 16356517, 33807300, 27231874, 36383525, 36383525, 29848985, 37252901, 37252901, 34674014, 34674014, 29654493, 32080752, 30524412, 32365690, 32577987, 36377192, 25655927, 33489030, 26023857, 23104830, 33995321, 33995321, 25892909, 23650961, 23650961]"
taxanes,D043823,3,"[19621576, 7494141, 15604042]"
xanthones,D044004,48,"[34419561, 35108081, 37623723, 32915561, 37280587, 36677833, 35426966, 25226564, 24084782, 22372603, 15324838, 34132180, 37509057, 34635205, 34635205, 36648526, 37276438, 35063731, 24170172, 21218475, 30543983, 24206732, 36056870, 36056870, 16826555, 22677450, 32364069, 24735402, 23255442, 35987279, 21031261, 26867808, 28515022, 31948092, 35628759, 34829230, 35516645, 37360552, 33016130, 22536197, 36840041, 36840041, 36840041, 36840041, 34555449, 33477910, 38171409, 38171409]"
tetralones,D044024,4,"[37280587, 34822516, 20232067, 19459082]"
benzylisoquinoline,D044182,8,"[27548127, 35942979, 27581441, 36737755, 36737755, 29156609, 18256493, 21083930]"
prostaglandin H2,D044262,1,[21365732]
5-methylcytosine,D044503,2,"[30506677, 30506677]"
proanthocyanidins,D044945,23,"[33636782, 34595893, 28692264, 28692264, 28409159, 29070515, 29070515, 19788757, 23734881, 20549796, 20549796, 37601353, 34745078, 34745078, 21781364, 29204223, 30459788, 22671027, 30669635, 26961755, 14506885, 14506885, 14506885]"
biflavonoids,D044946,2,"[33197848, 33197848]"
Flavonolignans,D044947,7,"[24456525, 24456525, 24456525, 16054261, 16054261, 33546424, 33546424]"
flavonols,D044948,19,"[27589868, 20419500, 20419500, 34203436, 17118971, 19443619, 28409159, 29771352, 23734881, 19631278, 34108825, 28394295, 21781364, 25278951, 31597352, 12747214, 33117787, 30459788, 33315399]"
kaempferol,D044949,4,"[37944874, 37298777, 36312732, 37110512]"
flavanones,D044950,11,"[21656793, 22039419, 26345477, 17447772, 18218974, 12872984, 36558036, 20132953, 16332809, 21781364, 33117787]"
Pyrroloquinoline Quinone,D045542,4,"[35050993, 35050993, 35050993, 31405015]"
tetrapyrrole,D045725,1,[20678224]
corrinoid,D045728,1,[31836581]
pimarane diterpenes,D045784,10,"[31557023, 32199959, 37888476, 29168349, 36297402, 36297402, 36297402, 30109192, 30109192, 32165986]"
clerodane diterpenes,D045785,1,[36295805]
ent-kaurene,D045786,2,"[27098256, 26936895]"
ginkgolides,D046934,1,[18983879]
bilobalides,D046935,1,[18983879]
monoterpenoid indole alkaloid,D046948,5,"[27664729, 27550200, 11198427, 17496112, 33807415]"
beta-glucan,D047071,34,"[19654445, 20978986, 8457977, 31901452, 16478260, 29195984, 19092204, 22216801, 32849338, 9987601, 29682127, 31967822, 26802244, 21912538, 31791317, 22126586, 31679284, 23510175, 19281536, 12436306, 29256842, 29655683, 22878139, 22878139, 25746617, 22135894, 27910785, 27910785, 22624604, 18341077, 31982530, 18585672, 22717313, 22717313]"
beta-lactams,D047090,69,"[21672958, 27422786, 38103029, 27565675, 29196288, 22318718, 26572918, 26572918, 9729600, 9729600, 3772735, 28359302, 10422583, 28632991, 15719553, 1368054, 27107123, 27107123, 20823121, 34771045, 34771045, 34771045, 15719552, 21724894, 9066103, 36498951, 8682797, 15719554, 21415891, 22160272, 31757830, 31757830, 31757830, 24555742, 22439693, 22439693, 35175766, 23264641, 22960281, 32486280, 25436576, 17400783, 18952140, 19203396, 26709849, 37302827, 26153129, 21924970, 37277707, 25291769, 25291769, 36671360, 38043864, 15762783, 32351700, 28495769, 27570838, 3902652, 3902652, 36827127, 36827127, 36827127, 36401643, 36401643, 8784740, 14538099, 2573090, 27262066, 15487928]"
Amaryllidaceae alkaloids,D047151,1,[32090436]
chalcones,D047188,7,"[24079174, 27209040, 37834230, 37110422, 36605949, 22536197, 28844340]"
flavones,D047309,18,"[21656793, 33576366, 23077964, 27595102, 27595102, 32443449, 30381171, 28857662, 28931063, 28931063, 20132953, 16332809, 16332809, 28394295, 27601844, 12747214, 33117787, 27343366]"
apigenin,D047310,15,"[33233162, 33387592, 18218974, 24708558, 24708558, 33355056, 36967924, 20132953, 16332809, 22047191, 33339378, 21782215, 11195098, 31901132, 33995321]"
luteolin,D047311,6,"[31687578, 36312732, 20132953, 16332809, 36422285, 36422285]"
tannins,D047348,16,"[36677617, 37075084, 36964798, 37446686, 38141183, 30835942, 38097318, 26189645, 38134640, 37539183, 37111926, 37198548, 26890088, 36897876, 36897876, 30669635]"
cyclodepsipeptides,D047630,38,"[26872866, 32878933, 27209381, 27209381, 25742265, 35914151, 31726858, 27373660, 17354168, 25079364, 29551387, 30688448, 35736200, 22367459, 21174394, 24317468, 29775778, 33287253, 23822585, 23822585, 28632186, 28652012, 31921369, 15043401, 16621435, 25303929, 26287218, 33765498, 33765498, 19285149, 19285149, 35628769, 33238503, 32994334, 32844362, 16770826, 24862062, 24862062]"
chitosan,D048271,15,"[28394635, 31786637, 30900741, 30900741, 30747297, 22677450, 31108785, 28784532, 28784532, 33546424, 33546424, 30073119, 29138909, 30502668, 26327534]"
benzoxazinoids,D048588,36,"[17993551, 30796337, 30796337, 30796337, 33006149, 30975184, 21730199, 21730199, 21730199, 31837955, 27195655, 27195655, 26276561, 30013066, 30013066, 29267335, 29267335, 26040909, 26040909, 26040909, 26040909, 32470009, 32470009, 32470009, 30178602, 30178602, 24796308, 25628626, 20946131, 20946131, 35678568, 35247098, 16478220, 16478220, 23360460, 36840048]"
aminocoumarins,D049933,4,"[21672958, 19559450, 19559450, 30696492]"
isocoumarins,D049934,32,"[26935258, 27054912, 28301168, 37280587, 35426966, 23192186, 30015071, 24084782, 36652091, 34202523, 34202523, 9141717, 37509057, 28671852, 34071288, 34071288, 29920099, 29920099, 28698959, 36137261, 23806109, 37317242, 7730162, 36819056, 37235378, 38246882, 35003004, 31781545, 38158161, 38079052, 38079052, 36909763]"
betalains,D050858,2,"[31826512, 36144275]"
betacyanin,D050859,1,[31930836]
magnetite,D052203,1,[27330378]
phycobilins,D052980,1,[23757137]
microcystins,D052998,19,"[24742428, 37070981, 21520719, 37164563, 29240841, 29240841, 25980449, 25980449, 37544109, 15304980, 15184565, 36893989, 36293755, 36293755, 36293755, 36293755, 36371652, 19189307, 35998200]"
quinazolinone alkaloids felicarnezolines A,D052999,4,"[37238611, 22658281, 22976482, 33491454]"
benzophenanthridine,D053119,3,"[18420297, 20349332, 18309269]"
cyclohexenes,D053138,1,[32709023]
oseltamivir,D053139,2,"[35059528, 24173646]"
polyynes,D053279,1,[24588891]
1-3-Diynes,D053280,3,"[36852543, 36852543, 36852543]"
enediyne,D053281,4,"[27220082, 20154113, 33810439, 35902439]"
depsides,D053630,12,"[34680078, 29280946, 15324838, 22223171, 18280724, 24170172, 25586883, 26979434, 28515022, 15757498, 34443375, 28887754]"
alpha -amanitin,D053959,5,"[21945592, 21945592, 27910775, 23796220, 23796220]"
lupanes,D053978,1,[25542686]
d-pseudoephedrine,D054199,1,[19280123]
withanolides,D054358,10,"[34339015, 34339015, 29034745, 29034745, 29034745, 29034745, 29853165, 29853165, 33085451, 27561781]"
diketopiperazine,D054659,71,"[37028494, 25421646, 37103358, 38067519, 23600807, 31061333, 17917241, 37108503, 34822516, 27390873, 33946466, 36976244, 36976244, 29104243, 37789127, 29171293, 37110751, 37110751, 26040447, 23662444, 32130598, 32130598, 29600717, 35501034, 35501034, 23586797, 19756540, 29374569, 29374569, 28234476, 28234476, 28670919, 35049922, 31215239, 23776469, 22747978, 22747978, 32060485, 35142498, 30075079, 30075079, 19373974, 21790032, 25787158, 24293720, 24878335, 29851264, 30565048, 35045259, 35045259, 38099373, 38099373, 8698635, 8698635, 25416124, 28652012, 26036671, 32531985, 32531985, 32531985, 25762985, 24116376, 37970077, 27148199, 28744271, 28669076, 37789186, 38137256, 3197807, 38168565, 24857962]"
echinocandin,D054714,23,"[31758414, 26464011, 26464011, 27705900, 27705900, 27705900, 27705900, 29352089, 23688303, 32183659, 19770064, 19770064, 32461274, 32461274, 32461274, 16964330, 16964330, 22700228, 32370108, 32370108, 32370108, 34489920, 34489920]"
cucurbitacins,D054728,2,"[15568769, 26850304]"
acyl-homoserine lactones,D054742,5,"[20438771, 31071993, 24588386, 37333853, 33000552]"
phytochelatin,D054811,1,[36786717]
Cyclitol,D054812,3,"[36451580, 36451580, 2106502]"
polyhydroxyalkanoates,D054813,6,"[19191979, 25769826, 32665084, 32665084, 32323057, 32323057]"
Sesterterpenes,D054830,12,"[31053589, 31053589, 31053589, 26295461, 30688448, 26168137, 26332841, 26332841, 37623621, 37090018, 26807743, 26807743]"
indolizidine,D054836,1,[30744547]
quinolizidines,D054837,1,[31717922]
zervamicins,D054848,10,"[11120957, 36724095, 29779239, 18008385, 15635654, 15635654, 30103563, 17589870, 17589870, 17589870]"
oxylipins,D054883,26,"[21375710, 17276068, 17276068, 31034961, 32632328, 16420358, 16420358, 16420358, 36735958, 32143105, 19132874, 19132874, 23094106, 28715485, 32973724, 20571794, 20507448, 20507448, 35845638, 26157423, 37110150, 37110150, 22091538, 24450863, 24450863, 32376849]"
VOC,D055549,2,"[32632328, 29106611]"
lipopeptide,D055666,38,"[34954102, 29709685, 32347922, 35235767, 30269855, 35409115, 35409115, 35409115, 32739396, 32739396, 26704531, 31178045, 18789127, 25764969, 32539679, 27049393, 26011557, 30395461, 33622852, 31508511, 31508511, 35385565, 29218506, 32638044, 32425899, 30172784, 35208854, 31815417, 26831708, 21952539, 25860123, 32574814, 32574814, 28571306, 33777336, 33777336, 33777336, 34878336]"
polybrominated diphenyl ethers,D055768,6,"[31032519, 32576248, 32576248, 37661754, 31088928, 31088928]"
